time,avg_power_kw
00:00:00,0.0
00:15:00,0.0
00:30:00,0.0
00:45:00,0.0
01:00:00,0.0
01:15:00,0.0
01:30:00,0.0
01:45:00,0.0
02:00:00,0.0
02:15:00,0.0
02:30:00,54.28
02:45:00,138.0
03:00:00,138.0
03:15:00,138.0
03:30:00,150.81333333333333
03:45:00,262.0
04:00:00,262.0
04:15:00,175.06
04:30:00,221.16666666666666
04:45:00,406.0
05:00:00,330.6333333333333
05:15:00,436.0
05:30:00,557.5955555555555
05:45:00,1099.5066666666667
06:00:00,1827.628888888889
06:15:00,2506.228888888889
06:30:00,2934.48
06:45:00,3573.1644444444446
07:00:00,4508.857777777778
07:15:00,5206.24
07:30:00,5689.395555555556
07:45:00,5299.38
08:00:00,4577.897777777778
08:15:00,4005.92
08:30:00,3613.588888888889
08:45:00,2701.7066666666665
09:00:00,1386.3733333333332
09:15:00,1007.8288888888889
09:30:00,589.0355555555556
09:45:00,213.23555555555555
10:00:00,120.0
10:15:00,120.0
10:30:00,67.2
10:45:00,0.0
11:00:00,0.0
11:15:00,0.0
11:30:00,0.0
11:45:00,0.0
12:00:00,0.0
12:15:00,0.0
12:30:00,0.0
12:45:00,0.0
13:00:00,103.41333333333333
13:15:00,112.0
13:30:00,12.32
13:45:00,0.0
14:00:00,0.0
14:15:00,0.0
14:30:00,0.0
14:45:00,0.0
15:00:00,110.5
15:15:00,130.0
15:30:00,130.0
15:45:00,3.7555555555555555
16:00:00,0.0
16:15:00,0.0
16:30:00,0.0
16:45:00,0.0
17:00:00,0.0
17:15:00,0.0
17:30:00,0.0
17:45:00,0.0
18:00:00,0.0
18:15:00,0.0
18:30:00,0.0
18:45:00,0.0
19:00:00,0.0
19:15:00,0.0
19:30:00,0.0
19:45:00,0.0
20:00:00,0.0
20:15:00,0.0
20:30:00,0.0
20:45:00,0.0
21:00:00,0.0
21:15:00,0.0
21:30:00,0.0
21:45:00,0.0
22:00:00,0.0
22:15:00,0.0
22:30:00,0.0
22:45:00,0.0
23:00:00,0.0
23:15:00,0.0
23:30:00,0.0
23:45:00,0.0
