time,avg_power_kw
00:00:00,0.0
00:15:00,0.0
00:30:00,0.0
00:45:00,0.0
01:00:00,0.0
01:15:00,0.0
01:30:00,0.0
01:45:00,0.0
02:00:00,0.0
02:15:00,0.0
02:30:00,0.0
02:45:00,0.0
03:00:00,0.0
03:15:00,0.0
03:30:00,0.0
03:45:00,0.0
04:00:00,0.0
04:15:00,0.0
04:30:00,0.0
04:45:00,0.0
05:00:00,0.0
05:15:00,0.0
05:30:00,0.0
05:45:00,0.0
06:00:00,0.0
06:15:00,0.0
06:30:00,0.0
06:45:00,0.0
07:00:00,0.0
07:15:00,0.0
07:30:00,0.0
07:45:00,0.0
08:00:00,0.0
08:15:00,0.0
08:30:00,0.0
08:45:00,0.0
09:00:00,0.0
09:15:00,0.0
09:30:00,0.0
09:45:00,0.0
10:00:00,0.0
10:15:00,0.0
10:30:00,0.0
10:45:00,0.0
11:00:00,0.0
11:15:00,0.0
11:30:00,0.0
11:45:00,0.0
12:00:00,0.0
12:15:00,0.0
12:30:00,0.0
12:45:00,0.0
13:00:00,0.0
13:15:00,0.0
13:30:00,0.0
13:45:00,0.0
14:00:00,188.69333333333333
14:15:00,295.0111111111111
14:30:00,468.68
14:45:00,437.2288888888889
15:00:00,620.8711111111111
15:15:00,887.4244444444445
15:30:00,900.48
15:45:00,1210.6422222222222
16:00:00,1377.4222222222222
16:15:00,2090.402222222222
16:30:00,2444.3733333333334
16:45:00,2395.4644444444443
17:00:00,2906.831111111111
17:15:00,3838.3844444444444
17:30:00,4109.344444444445
17:45:00,4288.433333333333
18:00:00,4531.94
18:15:00,4480.524444444444
18:30:00,4140.175555555556
18:45:00,3401.9755555555557
19:00:00,3054.9044444444444
19:15:00,2507.277777777778
19:30:00,2183.282222222222
19:45:00,1491.7066666666667
20:00:00,896.3377777777778
20:15:00,532.0666666666667
20:30:00,391.0111111111111
20:45:00,458.5911111111111
21:00:00,543.0644444444445
21:15:00,423.3666666666667
21:30:00,386.08666666666664
21:45:00,223.2
22:00:00,162.11777777777777
22:15:00,169.47555555555556
22:30:00,120.0
22:45:00,120.0
23:00:00,158.58666666666667
23:15:00,26.61777777777778
23:30:00,0.0
23:45:00,0.0
