time,avg_power_kw
00:00:00,0.0
00:15:00,0.0
00:30:00,0.0
00:45:00,0.0
01:00:00,0.0
01:15:00,0.0
01:30:00,0.0
01:45:00,0.0
02:00:00,0.0
02:15:00,0.0
02:30:00,0.0
02:45:00,0.0
03:00:00,0.0
03:15:00,0.0
03:30:00,0.0
03:45:00,0.0
04:00:00,0.0
04:15:00,0.0
04:30:00,0.0
04:45:00,5.98
05:00:00,0.0
05:15:00,0.0
05:30:00,0.0
05:45:00,0.0
06:00:00,0.0
06:15:00,0.0
06:30:00,0.0
06:45:00,0.0
07:00:00,0.0
07:15:00,0.0
07:30:00,0.0
07:45:00,0.0
08:00:00,0.0
08:15:00,0.0
08:30:00,0.0
08:45:00,0.0
09:00:00,0.0
09:15:00,0.0
09:30:00,0.0
09:45:00,0.0
10:00:00,0.0
10:15:00,0.0
10:30:00,0.0
10:45:00,29.36888888888889
11:00:00,112.0
11:15:00,86.36444444444444
11:30:00,0.0
11:45:00,0.0
12:00:00,0.0
12:15:00,0.0
12:30:00,70.63333333333334
12:45:00,180.4111111111111
13:00:00,260.0
13:15:00,316.0
13:30:00,406.1711111111111
13:45:00,318.74
14:00:00,408.0
14:15:00,641.3222222222222
14:30:00,822.0
14:45:00,735.48
15:00:00,696.0
15:15:00,641.8222222222222
15:30:00,357.44
15:45:00,234.89333333333335
16:00:00,134.0
16:15:00,138.68
16:30:00,293.3333333333333
16:45:00,495.6088888888889
17:00:00,821.1
17:15:00,1209.9666666666667
17:30:00,1597.5133333333333
17:45:00,2760.8155555555554
18:00:00,3370.028888888889
18:15:00,4165.986666666667
18:30:00,4466.971111111111
18:45:00,4572.428888888889
19:00:00,4307.122222222222
19:15:00,4301.068888888889
19:30:00,3570.4955555555557
19:45:00,2803.411111111111
20:00:00,2365.3977777777777
20:15:00,2120.971111111111
20:30:00,1678.651111111111
20:45:00,944.1355555555556
21:00:00,696.0977777777778
21:15:00,642.0
21:30:00,496.9555555555556
21:45:00,257.6022222222222
22:00:00,212.5
22:15:00,124.0
22:30:00,49.73777777777778
22:45:00,0.0
23:00:00,0.0
23:15:00,0.0
23:30:00,0.0
23:45:00,0.0
