time,avg_power_kw
00:00:00,3085.771111111111
00:15:00,2797.1844444444446
00:30:00,2502.866666666667
00:45:00,2432.871111111111
01:00:00,2476.6044444444447
01:15:00,2488.6355555555556
01:30:00,2624.64
01:45:00,2750.337777777778
02:00:00,3028.46
02:15:00,2829.5844444444447
02:30:00,2759.633333333333
02:45:00,2864.786666666667
03:00:00,2938.3644444444444
03:15:00,2968.3155555555554
03:30:00,2903.5844444444447
03:45:00,2738.4666666666667
04:00:00,2481.3577777777778
04:15:00,2241.648888888889
04:30:00,1877.3666666666666
04:45:00,1522.5111111111112
05:00:00,1224.4066666666668
05:15:00,726.7044444444444
05:30:00,479.76666666666665
05:45:00,525.8044444444445
06:00:00,451.0311111111111
06:15:00,295.5444444444444
06:30:00,238.7
06:45:00,200.0
07:00:00,158.34666666666666
07:15:00,157.18666666666667
07:30:00,133.0311111111111
07:45:00,130.0
08:00:00,130.0
08:15:00,123.68888888888888
08:30:00,145.92666666666668
08:45:00,100.96
09:00:00,149.36888888888888
09:15:00,165.9111111111111
09:30:00,106.0
09:45:00,123.13555555555556
10:00:00,52.33555555555556
10:15:00,51.43555555555555
10:30:00,98.20666666666666
10:45:00,58.28666666666667
11:00:00,65.68
11:15:00,70.24
11:30:00,49.81333333333333
11:45:00,48.0
12:00:00,87.9
12:15:00,166.13333333333333
12:30:00,95.36888888888889
12:45:00,92.09555555555555
13:00:00,142.28444444444443
13:15:00,122.0
13:30:00,125.5111111111111
13:45:00,163.32888888888888
14:00:00,193.9111111111111
14:15:00,216.13777777777779
14:30:00,284.7311111111111
14:45:00,327.84
15:00:00,379.96666666666664
15:15:00,420.0
15:30:00,420.8
15:45:00,440.26666666666665
16:00:00,355.5311111111111
16:15:00,288.8022222222222
16:30:00,310.1688888888889
16:45:00,310.0
17:00:00,301.1111111111111
17:15:00,311.0
17:30:00,341.9066666666667
17:45:00,277.4266666666667
18:00:00,256.26444444444445
18:15:00,254.23111111111112
18:30:00,264.05333333333334
18:45:00,304.0
19:00:00,344.04
19:15:00,346.0
19:30:00,390.76666666666665
19:45:00,524.7333333333333
20:00:00,559.6866666666666
20:15:00,605.0311111111112
20:30:00,683.2311111111111
20:45:00,779.2755555555556
21:00:00,976.6288888888889
21:15:00,1201.82
21:30:00,1284.7733333333333
21:45:00,1357.4222222222222
22:00:00,1576.4533333333334
22:15:00,1811.1555555555556
22:30:00,1889.9
22:45:00,2047.7377777777779
23:00:00,2357.0355555555557
23:15:00,2656.6022222222223
23:30:00,3039.5333333333333
23:45:00,3197.3
