time,avg_power_kw
00:00:00,962.4493885628159
00:15:00,962.4493885628159
00:30:00,962.4493885628159
00:45:00,962.4493885628159
01:00:00,962.4493885628159
01:15:00,962.4493885628159
01:30:00,962.4493885628159
01:45:00,962.4493885628159
02:00:00,962.4493885628159
02:15:00,962.4493885628159
02:30:00,962.4493885628159
02:45:00,962.4493885628159
03:00:00,962.4493885628159
03:15:00,962.4493885628159
03:30:00,962.4493885628159
03:45:00,962.4493885628159
04:00:00,962.4493885628159
04:15:00,951.7694272087923
04:30:00,945.4970689532616
04:45:00,948.7180096790825
05:00:00,952.1631785842739
05:15:00,946.7051896160787
05:30:00,946.7051896160787
05:45:00,946.7051896160787
06:00:00,946.7051896160787
06:15:00,939.4419234404558
06:30:00,932.0483744634892
06:45:00,928.9086609813867
07:00:00,910.2382085578051
07:15:00,860.8416148287426
07:30:00,740.9378422542486
07:45:00,644.7672929889154
08:00:00,556.6622103340698
08:15:00,469.816045025667
08:30:00,357.7000033038589
08:45:00,235.2557502771283
09:00:00,116.53113076660827
09:15:00,86.2402689655278
09:30:00,46.536304861009185
09:45:00,15.16919719133906
10:00:00,9.503259689771683
10:15:00,9.503259689771683
10:30:00,5.321825426272145
10:45:00,1.8153224090462692
11:00:00,6.922839695515289
11:15:00,6.922839695515289
11:30:00,6.922839695515289
11:45:00,6.922839695515289
12:00:00,6.922839695515289
12:15:00,6.922839695515289
12:30:00,11.515769573163697
12:45:00,19.962216188744925
13:00:00,27.202784547265786
13:15:00,31.19309005766887
13:30:00,41.64897810635718
13:45:00,49.053656938411436
14:00:00,62.50535617845837
14:15:00,77.39527176916934
14:30:00,94.87922621377255
14:45:00,94.87922621377255
15:00:00,94.87922621377255
15:15:00,94.87922621377255
15:30:00,94.87922621377255
15:45:00,83.3941867485351
16:00:00,83.05252653561033
16:15:00,86.48848374664212
16:30:00,113.5575568901573
16:45:00,128.79120045183805
17:00:00,166.06411072867468
17:15:00,208.3032146825743
17:30:00,255.7384539015944
17:45:00,355.2831211966278
18:00:00,428.88909277698207
18:15:00,557.3462420847372
18:30:00,636.475376188989
18:45:00,687.4925406494995
19:00:00,703.1055952373792
19:15:00,785.4414940650252
19:30:00,845.332667718842
19:45:00,882.3334652912085
20:00:00,903.288920734949
20:15:00,928.6461587526237
20:30:00,942.2229673461677
20:45:00,947.0499653726869
21:00:00,948.7096809831819
21:15:00,962.4493885628159
21:30:00,962.4493885628159
21:45:00,962.4493885628159
22:00:00,962.4493885628159
22:15:00,962.4493885628159
22:30:00,962.4493885628159
22:45:00,962.4493885628159
23:00:00,962.4493885628159
23:15:00,962.4493885628159
23:30:00,962.4493885628159
23:45:00,962.4493885628159
