time,avg_power_kw
00:00:00,954.2515591
00:15:00,954.2515591
00:30:00,954.2515591
00:45:00,954.2515591
01:00:00,954.2515591
01:15:00,954.2515591
01:30:00,954.2515591
01:45:00,954.2515591
02:00:00,954.2515591
02:15:00,954.2515591
02:30:00,954.2515591
02:45:00,954.2515591
03:00:00,954.2515591
03:15:00,954.2515591
03:30:00,954.2515591
03:45:00,954.2515591
04:00:00,954.2515591
04:15:00,954.2515591
04:30:00,954.2515591
04:45:00,954.2515591
05:00:00,954.2515591
05:15:00,954.2515591
05:30:00,954.2515591
05:45:00,953.4710435
06:00:00,934.1811573
06:15:00,934.1811573
06:30:00,934.1811573
06:45:00,934.1811573
07:00:00,928.8904141
07:15:00,902.543822
07:30:00,829.7471336
07:45:00,778.844056
08:00:00,743.646974
08:15:00,624.263256
08:30:00,389.7720451
08:45:00,247.7334875
09:00:00,143.7634411
09:15:00,80.24849821
09:30:00,60.22239766
09:45:00,56.47116521
10:00:00,54.77706024
10:15:00,39.82222444
10:30:00,19.292937
10:45:00,11.57138118
11:00:00,11.57138118
11:15:00,6.464497342
11:30:00,0.981069076
11:45:00,0.981069076
12:00:00,0.981069076
12:15:00,0.981069076
12:30:00,0.981069076
12:45:00,0.981069076
13:00:00,0.981069076
13:15:00,0.981069076
13:30:00,0.981069076
13:45:00,0.981069076
14:00:00,11.22547049
14:15:00,24.04184277
14:30:00,49.60531148
14:45:00,61.59130596
15:00:00,84.8355506
15:15:00,98.6647139
15:30:00,104.4368332
15:45:00,138.5419482
16:00:00,164.5259344
16:15:00,220.6417475
16:30:00,262.4585972
16:45:00,312.4028362
17:00:00,431.5839132
17:15:00,582.4195763
17:30:00,669.1172959
17:45:00,742.0793455
18:00:00,797.2985967
18:15:00,825.1539502
18:30:00,852.0163169
18:45:00,877.4230056
19:00:00,893.1230214
19:15:00,895.5224318
19:30:00,904.6212976
19:45:00,904.6212976
20:00:00,904.6212976
20:15:00,904.6212976
20:30:00,928.4632228
20:45:00,940.7848174
21:00:00,953.0986455
21:15:00,953.8416903
21:30:00,953.2704901
21:45:00,953.2704901
22:00:00,953.5135772
22:15:00,939.5246718
22:30:00,931.478022
22:45:00,931.478022
23:00:00,941.8020255
23:15:00,954.2515591
23:30:00,954.2515591
23:45:00,954.2515591
